category,funding
Restaurants,16004450.0
Software,16004450.0
Advertising,4000000.0
Games,110000.0
Mobile,110000.0
Monetization,110000.0
Publishing,110000.0
Health Care,18557041.0
Finance,70000000.0
Finance Technology,70000000.0
Technology,70000000.0
Development Platforms,10600000.0
Mobile Commerce,10600000.0
Software,10600000.0
Curated Web,235536.0
Games,60000.0
Mobile,60000.0
3D,2800000.0
Curated Web,2800000.0
Software,11800000.0
Cloud Management,9900000.0
Software,9900000.0
Advertising,1200000.0
Biotechnology,165961509.0
Health Care,165961509.0
Clean Technology,16374000.0
E-Commerce,1028880.0
Big Data Analytics,35000.0
Cloud Data Services,35000.0
Databases,35000.0
Data Center Infrastructure,35000.0
Data Integration,35000.0
Data Visualization,35000.0
Enterprise Software,35000.0
SaaS,35000.0
Technology,37100000.0
Transportation,37100000.0
Curated Web,75762572.0
Games,3000000.0
Software,550000.0
Analytics,1150000.0
Ediscovery,1150000.0
Local,1150000.0
Search,1150000.0
Analytics,15500000.0
Outsourcing,15500000.0
Professional Services,15500000.0
Surveys,15500000.0
Developer Tools,700000.0
Software,700000.0
Web Development,700000.0
Enterprise Software,24500000.0
Artificial Intelligence,10879675.0
Big Data,10879675.0
Machine Learning,10879675.0
Predictive Analytics,10879675.0
Biotechnology,19654.0
Biotechnology,833600.0
Health Diagnostics,833600.0
Computer Vision,1000000.0
Machine Learning,1000000.0
Startups,1000000.0
Document Management,18000000.0
Internet,18000000.0
Knowledge Management,18000000.0
Social Media,761798.0
Web Tools,761798.0
Curated Web,100000.0
Collaboration,3581700.0
Curated Web,3581700.0
EdTech,3581700.0
Education,3581700.0
Health and Wellness,3581700.0
Diagnostics,47500000.0
Medical,47500000.0
Therapeutics,47500000.0
Biometrics,600000.0
Cloud Security,600000.0
Cyber Security,600000.0
Enterprise Security,600000.0
Internet of Things,600000.0
Mobile Security,600000.0
Analytics,380000.0
Cloud Computing,380000.0
Developer Tools,380000.0
Digital Signage,380000.0
Enterprise Software,380000.0
Health Care Information Technology,380000.0
Internet of Things,380000.0
Manufacturing,380000.0
Mobile,380000.0
Banking,2175000.0
Small and Medium Businesses,50000.0
Biotechnology,7448268.0
Curated Web,25000.0
Education,25000.0
Software,25000.0
Cyber Security,92500000.0
Security,92500000.0
Consumer Electronics,48625021.0
Customer Service,48625021.0
Hardware + Software,48625021.0
Life Sciences,48625021.0
Sales and Marketing,48625021.0
Advertising,100000.0
Brand Marketing,100000.0
Lead Generation,100000.0
Broadcasting,53980.0
Consumer Electronics,53980.0
Event Management,53980.0
Games,53980.0
Real Time,53980.0
Hardware + Software,6000000.0
Hardware + Software,752000.0
Clean Technology,2028545.0
Financial Services,1500000.0
Enterprise Software,9670000.0
Social Bookmarking,661448.0
Social Network Media,661448.0
Application Platforms,4240250000.0
Customer Service,4240250000.0
Software,4240250000.0
Information Technology,986164.0
Mobile Commerce,986164.0
Network Security,986164.0
Enterprise Software,1770000.0
Curated Web,103403.0
Local,103403.0
Local Search,103403.0
Network Security,103403.0
Online Scheduling,103403.0
Service Providers,103403.0
Small and Medium Businesses,103403.0
Fashion,57500.0
Digital Media,490830.0
E-Books,490830.0
Publishing,490830.0
Hotels,63173.0
Resorts,63173.0
Travel,63173.0
Health and Wellness,750000.0
Networking,750000.0
Social Media,750000.0
Education,2039305.0
Health Care Information Technology,2039305.0
Medical Professionals,2039305.0
Social Media,200000.0
Software,100000.0
Apps,25000.0
Computers,10500000.0
Software,10500000.0
Technology,10500000.0
Manufacturing,500000.0
Mobile,200000.0
QR Codes,200000.0
Search,200000.0
Credit,6500000.0
Finance,6500000.0
Fraud Detection,6500000.0
Energy,12500.0
Energy Efficiency,12500.0
Energy Management,12500.0
Mobile,1110000.0
Business Services,6000000.0
Software,6000000.0
Software Compliance,6000000.0
Data Centers,361000000.0
Web Hosting,361000000.0
Services,12500.0
Technology,12500.0
Wearables,12500.0
Electronics,22000000.0
Biotechnology,5848920.0
Advertising Platforms,4600000.0
Analytics,4600000.0
Marketing Automation,4600000.0
Biotechnology,114550024.0
Internet Service Providers,11500000.0
Networking,11500000.0
Wireless,11500000.0
Education,5200.0
Specialty Foods,10000.0
Finance,10000000.0
FinTech,10000000.0
Manufacturing,2930000.0
Consumer Electronics,9197854.0
Entertainment,9197854.0
Games,9197854.0
Online Reservations,9197854.0
Social Television,9197854.0
Television,9197854.0
Twitter Applications,9197854.0
Apps,500000.0
Mobile,500000.0
Apps,600000.0
Lifestyle,600000.0
Services,600000.0
Health Care,389673.0
Software,7000000.0
Communications Infrastructure,5225000.0
Telecommunications,5225000.0
VoIP,5225000.0
Mobile,5508855.0
Security,2250000.0
Application Platforms,100000.0
Consumer Electronics,100000.0
Internet of Things,100000.0
Photography,100000.0
Photo Sharing,100000.0
Video,100000.0
Wearables,100000.0
Financial Services,41250.0
Photography,620750.0
Clean Technology,19491529.0
Water,19491529.0
Social Media,750000.0
Health Care,465000.0
Healthcare Services,465000.0
Hospitals,465000.0
Product Design,465000.0
Big Data,35000.0
Cloud Data Services,35000.0
Enterprise Software,35000.0
Search,6000000.0
Enterprise Software,15300000.0
Security,15300000.0
Education,30000.0
Artificial Intelligence,4752585.0
Business Development,4752585.0
Software,4752585.0
Advertising,17349401.0
E-Commerce,17349401.0
Telecommunications,17349401.0
Health and Wellness,12477262.0
Health Care,12477262.0
Health Care Information Technology,12477262.0
Mobile Health,12477262.0
Finance,724400.0
Internet,724400.0
Android,120000.0
iOS,120000.0
Mobile Games,120000.0
Mobile Games,120000.0
Events,602744.0
Internet,602744.0
Mobile,602744.0
Public Relations,8000000.0
Education,1388000.0
Mobile,1388000.0
Startups,1388000.0
Databases,300000.0
Data Mining,300000.0
Services,300000.0
E-Commerce,6000000.0
Crowdfunding,2250000.0
Finance,2250000.0
FinTech,2250000.0
Health and Wellness,1500000.0
Health Care,1500000.0
Hospitals,1500000.0
Medical,1500000.0
Biotechnology,3343000.0
Manufacturing,20000000.0
Technology,11263347.0
Babies,1100000.0
Gadget,1100000.0
Health and Wellness,1100000.0
Mobile,1100000.0
Technology,1100000.0
Social Media,25000.0
Healthcare Services,13500000.0
Medical,13500000.0
Medical Devices,13500000.0
Engineering Firms,100000000.0
Technology,100000000.0
Games,1000000.0
Video,1000000.0
Education,1000000.0
Training,1000000.0
Software,1630000.0
Analytics,340973.0
Aerospace,6160000.0
Drones,6160000.0
Hardware + Software,6160000.0
E-Commerce,1750000.0
Data Visualization,75762.0
Networking,75762.0
Sensors,75762.0
Advertising,550000.0
Auctions,550000.0
E-Commerce,550000.0
Internet Marketing,550000.0
Lead Generation,550000.0
Digital Media,42183.0
Games,42183.0
Finance,2312413.0
Finance Technology,2312413.0
FinTech,2312413.0
Investment Management,2312413.0
Big Data,300000.0
Biotechnology,300000.0
Machine Learning,300000.0
SaaS,300000.0
Biotechnology,10065000.0
Broadcasting,42477641.0
Internet Radio Market,42477641.0
Manufacturing,42477641.0
Semiconductors,42477641.0
Cloud Data Services,250000.0
Consulting,250000.0
E-Commerce Platforms,250000.0
Payments,250000.0
Entertainment,500000.0
Internet,500000.0
Media,500000.0
Personalization,500000.0
Advertising,100000.0
Software,35000000.0
Mobile,60000000.0
Credit Cards,4800000.0
E-Commerce,4800000.0
Mobile,4800000.0
Mobile Payments,4800000.0
Finance,12200104.0
FinTech,12200104.0
Software,60000000.0
Finance,6020000.0
Financial Services,6020000.0
Service Providers,6020000.0
Game,25000.0
Games,25000.0
Mobile Social,25000.0
Social Games,25000.0
Sports,25000.0
Android,2475000.0
Business Productivity,2475000.0
iPhone,2475000.0
Mobile,2475000.0
Publishing,2475000.0
3D,59439.0
3D Printing,59439.0
Printing,59439.0
B2B,3174603.0
E-Commerce,3174603.0
Networking,3174603.0
Small and Medium Businesses,3174603.0
Web Hosting,3174603.0
Curated Web,40000.0
E-Commerce,40000.0
Online Shopping,40000.0
Retail,40000.0
Sensors,22500000.0
Analytics,15000000.0
Biotechnology,5000000.0
Health and Wellness,5000000.0
Application Platforms,4000000.0
Health and Wellness,4000000.0
Information Services,4000000.0
Sports,1000.0
Finance,28851286.0
Clean Technology,6500000.0
Biotechnology,4000000.0
Assisitive Technology,80390.0
Elder Care,80390.0
Services,80390.0
Hardware + Software,24634.0
Consumers,70475000.0
E-Commerce,70475000.0
Search,49904.0
Android,10000.0
Apps,10000.0
Hardware + Software,10000.0
iPhone,10000.0
Music,10000.0
Games,173936.0
Business Development,1900000.0
Finance,1900000.0
Startups,1900000.0
Biotechnology,895000.0
Health Diagnostics,895000.0
E-Commerce,47000000.0
Jewelry,47000000.0
Health and Wellness,60000.0
Clean Technology,92000000.0
Local Businesses,92000000.0
Smart Grid,92000000.0
Games,8500000.0
Distribution,65000000.0
Telecommunications,65000000.0
Wireless,65000000.0
Mobile Advertising,100000.0
Mobile Commerce,100000.0
Mobile Payments,100000.0
Business Development,721880.0
PaaS,721880.0
SaaS,721880.0
Software,721880.0
Web Tools,721880.0
E-Commerce,1700000.0
Marketplaces,1700000.0
Mobile,1700000.0
Software,1700000.0
Chat,7200000.0
Events,7200000.0
Mobile,7200000.0
Social Network Media,7200000.0
Android,6596565.0
iOS,6596565.0
Medical,6596565.0
Technology,6596565.0
Network Security,2500000.0
Apps,713964.8203
Photography,713964.8203
Photo Sharing,713964.8203
Storage,713964.8203
Health and Wellness,14000000.0
Hardware + Software,1030000.0
Outdoors,1030000.0
Sporting Goods,1030000.0
Semiconductor Manufacturing Equipment,12000000.0
Semiconductors,12000000.0
Wireless,12000000.0
Clean Technology,40000000.0
E-Commerce,3208418.0
Lead Generation,3208418.0
Services,11080000.0
Semiconductors,2043101.0
Software,1500000.0
E-Commerce,4200000.0
Non Profit,4200000.0
Payments,4200000.0
Clean Technology,12404224.0
Networking,12404224.0
Mobile,244500000.0
Search,300000.0
Cloud Data Services,6000000.0
Enterprise Software,6000000.0
SaaS,6000000.0
Software,6000000.0
Software,1859053.989
Surveys,1859053.989
Video,1859053.989
Biotechnology,5082873.0
Web Hosting,6057520.0
Finance,500000.0
Information Technology,2800000.0
Analytics,125000.0
Big Data,125000.0
Marketplaces,125000.0
Sports,125000.0
Career Management,2330500.0
Email,2330500.0
Fitness,2330500.0
Health and Wellness,2330500.0
Messaging,2330500.0
Mobile,2330500.0
Wine And Spirits,2330500.0
Analytics,10800000.0
Business Intelligence,10800000.0
Data Visualization,10800000.0
SaaS,10800000.0
E-Commerce,800000.0
Marketplaces,800000.0
Retail,800000.0
Apps,1200000.0
Mobile,1200000.0
Software,1200000.0
Biotechnology,450000.0
E-Commerce,10000000.0
Online Shopping,10000000.0
Retail,10000000.0
Software,92583584.0
Mobile,842723.0
Software,842723.0
Enterprise Software,59238985.0
Advertising,60000000.0
Internet Marketing,60000000.0
Clinical Trials,20000.0
Enterprise Software,20000.0
Pharmaceuticals,20000.0
Clinical Trials,10000000.0
Health Care,10000000.0
Pharmaceuticals,10000000.0
Apps,679347.0
Content,679347.0
Mobile,679347.0
Enterprise Software,2601416.0
Biotechnology,5456425.0
Software,81088.0
Hardware + Software,85000000.0
Biotechnology,32000000.0
Health Care,27671780.0
Medical,27671780.0
Medical Devices,27671780.0
Software,45000.0
Enterprise Software,12500000.0
Public Relations,50000.0
Crowdsourcing,1500000.0
Design,1500000.0
Internet,1500000.0
Search,1500000.0
Biotechnology,28391902.0
Intellectual Property,438032.0
Local,438032.0
SaaS,438032.0
Software,438032.0
Translation,438032.0
Brand Marketing,3300000.0
Games,3300000.0
Licensing,3300000.0
Monetization,3300000.0
Software,3300000.0
Biotechnology,4000000.0
Fashion,8000000.0
Software,19000000.0
Communications Infrastructure,12500.0
Social CRM,12500.0
Social Media,12500.0
Consumer Electronics,1600000.0
iPad,1600000.0
iPhone,1600000.0
iPod Touch,1600000.0
Manufacturing,1600000.0
Music,1600000.0
Design,50000.0
Analytics,5000.0
Email,53400191.0
Email Marketing,53400191.0
Email Newsletters,53400191.0
Messaging,53400191.0
Social Media Marketing,53400191.0
Surveys,53400191.0
Public Transportation,1632395.0
Shipping,1632395.0
Trading,1632395.0
Ad Targeting,10000000.0
Advertising,10000000.0
Promotional,10000000.0
Software,4000000.0
Security,93500000.0
Analytics,20000000.0
Big Data Analytics,20000000.0
Outsourcing,20000000.0
Crowdsourcing,652650.0
Mobile,652650.0
Photo Sharing,652650.0
Social Games,652650.0
Advertising,4890000.0
Health and Wellness,20000.0
Predictive Analytics,20000.0
Psychology,20000.0
Therapeutics,20000.0
Law Enforcement,182500.0
Messaging,182500.0
Politics,182500.0
Polling,182500.0
SaaS,182500.0
Social Media,182500.0
Networking,72689.0
Software,12430000.0
Small and Medium Businesses,150000.0
Startups,150000.0
Technology,150000.0
Mobile,125000.0
Advertising,108000000.0
Business Services,108000000.0
Internet Marketing,108000000.0
Sales and Marketing,108000000.0
Semantic Search,108000000.0
SEO,108000000.0
Clean Technology,10000000.0
Business Productivity,395450.0
Curated Web,395450.0
Productivity,395450.0
Productivity Software,395450.0
Social Bookmarking,395450.0
Web Tools,395450.0
Mobile,1000000.0
Web Hosting,1760000.0
Biotechnology,116667.0
News,3000000.0
Internet,650000.0
Biotechnology,75000.0
Defense,3500000.0
Homeland Security,3500000.0
Public Safety,3500000.0
Sensors,3500000.0
Biotechnology,1000000.0
iPhone,250000.0
Manufacturing,250000.0
Mobile,250000.0
Enterprise Software,35150000.0
Consumer Goods,5700000.0
Online Shopping,5700000.0
Retail,5700000.0
Specialty Foods,5700000.0
Software,890000.0
Data Privacy,19665000.0
E-Commerce Platforms,19665000.0
Identity Management,19665000.0
Online Identity,19665000.0
Security,5600000.0
Security,1100000.0
Security,6566531.0
Mobile,875000.0
Travel,3000000.0
Accounting,20000.0
Big Data Analytics,20000.0
Data Visualization,20000.0
Finance Technology,20000.0
SaaS,20000.0
Consulting,2000000.0
Databases,2000000.0
Market Research,2000000.0
Technology,1000000.0
Fashion,7409850.0
Web Hosting,81389.0
Apps,3500000.0
Distribution,3500000.0
Ediscovery,3500000.0
Games,3500000.0
iOS,3500000.0
Mobile,3500000.0
Data Center Automation,4000000.0
Data Centers,4000000.0
Enterprises,4000000.0
Finance,125000.0
Public Relations,2300000.0
Startups,2300000.0
Web Development,2300000.0
Biotechnology,25000000.0
Nonprofits,600000.0
Cloud Computing,1400000.0
Contact Management,1400000.0
CRM,1400000.0
Databases,1400000.0
Enterprise Software,1400000.0
Mobile,1400000.0
Project Management,1400000.0
Software,1400000.0
Tracking,1400000.0
Curated Web,131475.0
Music,131475.0
Video Streaming,131475.0
Internet,200000.0
Mobile Commerce,200000.0
Web Development,200000.0
Advertising,5000000.0
Web Browsers,28000000.0
Web Development,28000000.0
Web Hosting,28000000.0
Photography,125000.0
Security,125000.0
Software,1150000.0
Software,2500000.0
Health Care,1709500.0
Consumers,12500.0
Non Profit,535830.0
Services,535830.0
Shopping,535830.0
Clean Technology,8250000.0
Energy,8250000.0
Real Estate,6292200.0
Advertising,1700000.0
Music,125000.0
Sports,125000.0
Technology,125000.0
Ticketing,125000.0
Collaboration,13300000.0
E-Commerce,13300000.0
Technology,13300000.0
Social Media,500000.0
Mobile Commerce,293143.0
Incubators,124794.0
Software,40000.0
Incubators,3250000.0
Mobile,3250000.0
Startups,3250000.0
Technology,3250000.0
Messaging,382000.0
Business Services,130000.0
Cloud Computing,130000.0
Contests,130000.0
Creative,130000.0
Productivity Software,130000.0
Software,130000.0
E-Commerce,106800000.0
Biotechnology,132000000.0
Health Care,132000000.0
Software,338000.0
Enterprise Software,7500000.0
RFID,35304000.0
Software,35304000.0
Tracking,35304000.0
Wireless,35304000.0
Security,50000.0
Hardware + Software,1220000.0
Security,1711000.0
Biotechnology,739550.0
Analytics,22500000.0
Networking,22500000.0
Recruiting,22500000.0
Social Media,22500000.0
Construction,2000000.0
Energy,2000000.0
Oil & Gas,2000000.0
Unmanned Air Systems,2000000.0
Developer APIs,38000000.0
Software,38000000.0
Design,699971.0
Agriculture,2490000.0
Biotechnology,2490000.0
Diagnostics,2490000.0
Organic Food,2490000.0
Security,21700000.0
Software,1000000.0
Data Visualization,12600000.0
E-Commerce,12600000.0
Finance Technology,12600000.0
FinTech,12600000.0
Identity,12600000.0
Identity Management,12600000.0
Risk Management,12600000.0
Data Security,20000000.0
Identity Management,20000000.0
Information Security,20000000.0
Internet of Things,20000000.0
Network Security,20000000.0
NFC,20000000.0
RFID,20000000.0
SaaS,20000000.0
Security,20000000.0
Enterprise Software,4000000.0
Security,20000000.0
Identity Management,50000.0
Software,50000.0
Biotechnology,53800000.0
Biotechnology,59705235.0
Hardware + Software,20100000.0
Enterprise Software,30000000.0
Software,10000002.0
Biotechnology,3810000.0
Health and Wellness,2000000.0
Health Care Information Technology,2000000.0
Personal Health,2000000.0
Enterprise Software,6900000.0
Machine Learning,6900000.0
Natural Language Processing,6900000.0
Customer Service,6000000.0
Market Research,6000000.0
Software,6000000.0
Surveys,6000000.0
Enterprise Software,150000.0
Software,150000.0
Advertising,8800000.0
Consulting,8800000.0
CRM,8800000.0
Customer Service,8800000.0
Marketing Automation,8800000.0
Semantic Web,8800000.0
Social Media,8800000.0
Web CMS,8800000.0
Analytics,2000000.0
Direct Marketing,2000000.0
Mobile,2000000.0
Social Media Advertising,2000000.0
Social Network Media,2000000.0
Wireless,2000000.0
Advertising,20000.0
Apps,20000.0
Electronics,20000.0
Loyalty Programs,53941.11788
Marketing Automation,53941.11788
Retail Technology,53941.11788
Clean Technology,1895000.0
Facebook Applications,19027562.0
Games,19027562.0
Social Games,19027562.0
Clean Technology,3000000.0
Contact Management,55000.0
Mobile,55000.0
Private Social Networking,55000.0
Productivity Software,55000.0
Information Technology,3999997.0
Services,3999997.0
Curated Web,405000.0
Health and Wellness,405000.0
Medical,405000.0
mHealth,405000.0
Startups,405000.0
Telecommunications,405000.0
Enterprise Software,9000000.0
Home Automation,585191.0
Internet of Things,585191.0
Sensors,585191.0
Smart Building,585191.0
Web Hosting,3500000.0
Software,380000.0
Comparison Shopping,400000.0
Curated Web,400000.0
Search,400000.0
Social Buying,400000.0
Hardware + Software,750000.0
Accounting,40000.0
Finance Technology,40000.0
Information Technology,40000.0
Software,40000.0
Android,10454545.0
Games,10454545.0
Nonprofits,3400000.0
Charity,1500000.0
Security,7223988.0
Medical,455000.0
Medical Devices,455000.0
Therapeutics,455000.0
Games,600000.0
Biotechnology,3125044.0
Security,125000.0
Startups,125000.0
Technology,125000.0
Health and Wellness,3550000.0
Manufacturing,36050000.0
Web Hosting,267500.0
Software,5930000.0
Hardware + Software,1300000.0
Public Relations,4510000.0
Curated Web,4854004.0
Digital Media,10000.0
High Schools,10000.0
K-12 Education,10000.0
Real Estate,250000.0
Application Platforms,50000.0
Mobile,50000.0
Web Development,50000.0
Health and Wellness,140000.0
Information Services,3960000.0
Property Management,3960000.0
Real Estate,3960000.0
Finance,100900000.0
Financial Exchanges,100900000.0
Financial Services,100900000.0
Stock Exchanges,100900000.0
Exercise,379892.0
Fitness,379892.0
Health and Wellness,379892.0
Travel & Tourism,14000000.0
Health Care Information Technology,1075000.0
Software,1075000.0
Consumer Internet,38500000.0
Curated Web,38500000.0
Mobile,38500000.0
Productivity Software,38500000.0
EdTech,9300000.0
Education,9300000.0
Games,9300000.0
Chat,76508268.0
Marketing Automation,76508268.0
Software,76508268.0
Telecommunications,76508268.0
Advertising,11000000.0
E-Commerce,11000000.0
Loyalty Programs,11000000.0
Retail,11000000.0
Social Games,11000000.0
Virtual Goods,11000000.0
Social Media,29360000.0
Analytics,1000000.0
Big Data Analytics,1000000.0
Hardware + Software,1000000.0
Indoor Positioning,1000000.0
Location Based Services,1000000.0
M2M,1000000.0
Mobile,1000000.0
Navigation,1000000.0
Proximity Internet,1000000.0
Public Transportation,1000000.0
Retail Technology,1000000.0
Sales and Marketing,1000000.0
Sensors,1000000.0
Wireless,1000000.0
Health and Wellness,7973872.0
Android,310000.0
Apps,310000.0
Chat,310000.0
Facebook Applications,310000.0
iPhone,310000.0
Messaging,310000.0
Mobile,310000.0
P2P Money Transfer,310000.0
Peer-to-Peer,310000.0
RIM,310000.0
Social Network Media,310000.0
VoIP,310000.0
Curated Web,530000.0
Entertainment,30000000.0
Concerts,86994.0
Events,86994.0
Media,86994.0
Music,86994.0
Music Venues,86994.0
Nightclubs,86994.0
Ticketing,86994.0
Finance,29000000.0
Finance,25000000.0
Finance,5000000.0
Celebrity,1000000.0
Entertainment,1000000.0
Fashion,1000000.0
News,1000000.0
Celebrity,15000000.0
E-Commerce,15000000.0
Entertainment,15000000.0
Fashion,15000000.0
Lifestyle,15000000.0
Local,15000000.0
Music,15000000.0
Retail,15000000.0
Sports,15000000.0
Wine And Spirits,15000000.0
Delivery,61860000.0
Mobile Commerce,61860000.0
Restaurants,61860000.0
Web Hosting,5000000.0
Consumer Internet,719000.0
E-Commerce,719000.0
Fitness,719000.0
Health and Wellness,719000.0
Nutrition,719000.0
Facebook Applications,44496.0
Software,44496.0
Colleges,10000.0
Social Media,10000.0
Social Network Media,10000.0
Business Services,21500000.0
Crowdfunding,4020000.0
Financial Services,4020000.0
FinTech,4020000.0
Real Estate,4020000.0
Mobile Software Tools,1975152.0
Apps,250000.0
Location Based Services,250000.0
Marketplaces,250000.0
Video,250000.0
News,10000.0
Software,100000000.0
Technology,100000000.0
Advertising,20000000.0
Advertising,51357500.0
Games,51357500.0
Brand Marketing,80900.0
CRM,80900.0
Internet Marketing,80900.0
Internet of Things,80900.0
Social Media Marketing,80900.0
Social + Mobile + Local,80900.0
Biotechnology,77500918.0
Digital Media,1100000.0
Health Care Information Technology,1100000.0
Hospitals,1100000.0
Games,4500000.0
Virtual Worlds,4500000.0
Manufacturing,16050000.0
Designers,1370146.0
E-Commerce,1370146.0
Fashion,1370146.0
Retail,1370146.0
Social Media,1370146.0
Women,1370146.0
Collaboration,9000000.0
Content,9000000.0
File Sharing,9000000.0
Internet,9000000.0
SaaS,9000000.0
Social Network Media,9000000.0
Software,9000000.0
Web Tools,9000000.0
Games,410423.0
Travel,29460807.0
Search,1100000.0
Semantic Search,1100000.0
Semantic Web,1100000.0
Big Data,23600000.0
Storage,23600000.0
Technology,23600000.0
Advertising,77093.0
Analytics,77093.0
App Marketing,77093.0
Big Data Analytics,77093.0
Data Mining,77093.0
Internet Marketing,77093.0
Market Research,77093.0
Mobile,77093.0
Development Platforms,3800000.0
Intelligent Systems,3800000.0
Systems,3800000.0
Clean Technology,5014644.0
Android,50000.0
Blogging Platforms,50000.0
E-Commerce,50000.0
iPhone,50000.0
Mobile,50000.0
Software,50000.0
Web Design,50000.0
Advertising,4000000.0
Finance,2661559.0
Incubators,2661559.0
Startups,2661559.0
Games,14025457.0
Advertising,11900000.0
Information Technology,150000.0
Services,150000.0
Utilities,150000.0
Games,5100000.0
Analytics,300000.0
Business Analytics,300000.0
CRM,300000.0
Market Research,300000.0
Biotechnology,173500000.0
Health Care,173500000.0
Electronics,30000000.0
Mobile,30000000.0
Software,30000000.0
ICT,34060.0
Mobile,34060.0
Mobility,34060.0
Sustainability,34060.0
Software,2500002.0
Mobile,109565.8271
Games,3000.0
Messaging,2240000.0
Corporate Training,137322.0
Education,137322.0
Training,137322.0
Games,40000.0
Home Renovation,4650000.0
Marketplaces,4650000.0
Mobile Commerce,4650000.0
Service Providers,4650000.0
Software,15000000.0
Curated Web,1170000.0
Biotechnology,65100.0
Mobile,1597878.0
E-Commerce,11000000.0
Health and Wellness,25000000.0
Health Care,1384000.0
Hospitals,1384000.0
SaaS,1384000.0
Health and Wellness,84000.0
Health Care,7795000.0
Health Care,4310000.0
Fitness,51728.0
Health and Wellness,51728.0
Internet,51728.0
Games,19150100.0
Software,2087997.0
Education,100000.0
Tutoring,100000.0
Search,60000.0
Web Development,60000.0
Software,2297181.0
Mobile,620000000.0
E-Commerce,43000000.0
Financial Services,173000000.0
Advertising,300000.0
Communities,300000.0
Email,300000.0
Mobility,300000.0
Social Network Media,300000.0
Web Design,300000.0
Web Development,300000.0
Web Tools,300000.0
Entrepreneur,6000000.0
Hospitality,6000000.0
Industrial Automation,6000000.0
E-Commerce,180000.0
Internet,180000.0
Ticketing,180000.0
Internet,63217039.0
Networking,63217039.0
Open Source,63217039.0
SaaS,63217039.0
Software,63217039.0
Facebook Applications,125557.6854
Online Dating,125557.6854
Social Media,125557.6854
Insurance,20352.0
E-Commerce,260000.0
Hotels,260000.0
Marketplaces,260000.0
Online Reservations,260000.0
Analytics,17704186.0
Business Intelligence,13500000.0
Business Travelers,13500000.0
Travel,13500000.0
Governments,265924.0
Information Technology,265924.0
Mechanical Solutions,265924.0
Music,2202854.0
Content Delivery,8000000.0
Delivery,8000000.0
Media,8000000.0
Storage,8000000.0
Health and Wellness,125000000.0
Health Care,125000000.0
Telecommunications,47500000.0
Web Hosting,47500000.0
Software,90000000.0
Biotechnology,344947203.0
Enterprise Software,147492730.0
Analytics,1390000.0
Public Transportation,1390000.0
Artificial Intelligence,2000000.0
Content Discovery,2000000.0
Personalization,2000000.0
Reviews and Recommendations,2000000.0
Software,2000000.0
Biotechnology,380000.0
E-Commerce,49180.0
Software,9500000.0
Audio,736050.0
Music,736050.0
Photo Editing,736050.0
Software,736050.0
Tracking,736050.0
Dental,30000.0
Innovation Management,30000.0
Software,30000.0
Education,175000.0
Lead Generation,700000.0
Predictive Analytics,700000.0
Productivity Software,700000.0
Software,700000.0
Semiconductors,20700000.0
Consumer Electronics,1061520.0
Electronics,1061520.0
Semiconductors,1061520.0
Technology,1061520.0
Analytics,21000.0
Mobile,21000.0
Musicians,21000.0
Social Network Media,21000.0
Biotechnology,35205000.0
Health Care,1075000.0
Curated Web,100000.0
Clean Technology,1878750.0
Biotechnology,275000.0
Automotive,724000.0
Heavy Industry,724000.0
Manufacturing,724000.0
Health Care,115000.0
Social Entrepreneurship,115000.0
Software,115000.0
Entrepreneur,10000000.0
Startups,10000000.0
SaaS,276686.0
Software,276686.0
E-Commerce,500000.0
Enterprise Software,965000.0
Software,6000000.0
Fashion,6000000.0
Biotechnology,640000.0
Technology,10000000.0
Artists Globally,16500000.0
Social Media,16500000.0
Collaboration,2962500.0
Software,2962500.0
Logistics,7600000.0
Shipping,7600000.0
Software,10000.0
Classifieds,1500000.0
E-Commerce,1500000.0
Networking,1500000.0
Hardware + Software,100000.0
Consumer Goods,3475000.0
Manufacturing,3475000.0
Public Safety,3475000.0
Software,6797785.0
Development Platforms,1060000.0
Game,1060000.0
Gamification,1060000.0
Consumer Goods,9000000.0
Service Providers,9000000.0
Business Services,680000.0
SaaS,680000.0
Sales and Marketing,680000.0
Sales Automation,680000.0
Health Care,36000000.0
Data Centers,142500000.0
Enterprise Software,142500000.0
Security,142500000.0
Software,142500000.0
Agriculture,79835051.0
Architecture,79835051.0
Energy,79835051.0
Energy Efficiency,79835051.0
Hardware + Software,79835051.0
Business Intelligence,3000000.0
Software,3000000.0
Analytics,400000.0
Big Data,400000.0
Machine Learning,400000.0
Network Security,27000000.0
Curated Web,50000.0
Freemium,50000.0
Internet,50000.0
Portals,50000.0
Subscription Businesses,50000.0
Curated Web,150000.0
Messaging,150000.0
Networking,150000.0
Photo Sharing,150000.0
Social Media,150000.0
Travel,150000.0
Advertising,2010450.0
Consumer Internet,606156.0
Information Services,606156.0
SaaS,606156.0
Software,2785830.0
Hardware + Software,1089794.0
Manufacturing,1089794.0
Messaging,8500000.0
Hardware + Software,25000000.0
Collectibles,1978262.0
Crowdsourcing,1978262.0
Games,1978262.0
Social Network Media,1978262.0
Software,380000.0
Software,1960000.0
Health and Wellness,100000.0
Biotechnology,2573200.0
Medical,1021834.0
Networking,1050000.0
Biotechnology,5450000.0
Clinical Trials,5200000.0
Health Care,5200000.0
Software,5200000.0
Games,2200000.0
Software,40000.0
Games,10663460.0
Graphics,10663460.0
Mobile,10663460.0
Social Media,10663460.0
